Name;ISIN;Symbol;Market;"Trading Currency";Open;High;Low;Last;"Last Date/Time";"Time Zone";Volume;Turnover
European Equities28 Apr 2022All datapoints provided as of end of last active trading day.1000MERCIS;FR0010285965;ALMIL;"Euronext Growth Paris";EUR;30.00;30.00;30.00;30.00;"27/04/2022 11:40";CET;108;3240.00
2CRSI;FR0013341781;2CRSI;"Euronext Paris";EUR;4.745;4.775;4.60;4.66;"27/04/2022 17:21";CET;8256;38930.97
"2MX ORGANIC";FR0014000T90;2MX;"Euronext Paris";EUR;9.88;9.90;9.84;9.86;"27/04/2022 15:56";CET;49614;490170.04
"2MX ORGANIC BS";FR0014000TB2;2MXBS;"Euronext Paris";EUR;0.23;0.23;0.23;0.23;"08/04/2022 14:47";CET;5000;1150.00
"A TOUTE VITESSE";FR0010050773;MLATV;"Euronext Access Paris";EUR;1.48;1.48;1.35;1.35;"13/11/2019 16:53";CET;378;521.87
"A.S.T. GROUPE";FR0000076887;ALAST;"Euronext Growth Paris";EUR;3.66;3.75;3.66;3.75;"27/04/2022 16:18";CET;466;1729.86
"AB SCIENCE";FR0010557264;AB;"Euronext Paris";EUR;10.47;10.59;10.29;10.29;"27/04/2022 17:35";CET;24346;253346.43
"ABC ARBITRAGE";FR0004040608;ABCA;"Euronext Paris";EUR;7.30;7.40;7.27;7.36;"27/04/2022 17:35";CET;19633;144319.27
ABEO;FR0013185857;ABEO;"Euronext Paris";EUR;16.85;17.00;16.70;16.70;"27/04/2022 16:04";CET;495;8337.45
"ABIONYX PHARMA";FR0012616852;ABNX;"Euronext Paris";EUR;1.97;1.974;1.92;1.95;"27/04/2022 17:35";CET;86162;167001.66
ABIVAX;FR0012333284;ABVX;"Euronext Paris";EUR;20.95;20.95;19.34;19.34;"27/04/2022 17:35";CET;7615;152148.25
"ABL Diagnostics";FR0000063034;ABLD;"Euronext Paris";EUR;24.60;24.60;24.60;24.60;"27/04/2022 16:31";CET;60;1476.00
"ABO GROUP";BE0974278104;ABO;"Euronext Brussels, Paris";EUR;5.35;5.40;5.25;5.25;"27/04/2022 17:10";CET;675;3617.50
"ACANTHE DEV.";FR0000064602;ACAN;"Euronext Paris";EUR;0.48;0.48;0.48;0.48;"26/04/2022 14:33";CET;52;24.96
ACCOR;FR0000120404;AC;"Euronext Paris";EUR;29.66;30.51;29.47;30.34;"27/04/2022 17:35";CET;674102;20362293.67
"ACCOR AC SHARES";FR0014003PZ3;AAC;"Euronext Paris";EUR;9.88;9.88;9.88;9.88;"31/03/2022 14:23";CET;150;1482.00
"ACCOR AC WARRANTS";FR0014003QK3;AACW;"Euronext Paris";EUR;0.14;0.14;0.14;0.14;"01/04/2022 16:16";CET;1200;168.00
ACHETER-LOUER.FR;FR00140072P8;ALALO;"Euronext Growth Paris";EUR;0.0013;0.0014;0.0012;0.0014;"27/04/2022 17:25";CET;15077846;20024.95
ACTEOS;FR0000076861;EOS;"Euronext Paris";EUR;1.60;1.625;1.59;1.625;"27/04/2022 16:14";CET;3394;5451.83
"ACTIA GROUP";FR0000076655;ATI;"Euronext Paris";EUR;3.89;3.94;3.79;3.94;"27/04/2022 17:35";CET;7376;28580.99
"ACTICOR BIOTECH";FR0014005OJ5;ALACT;"Euronext Growth Paris";EUR;7.60;7.60;7.60;7.60;"27/04/2022 17:10";CET;498;3784.80
"ACTIVIUM GROUP";FR0010979377;MLACT;"Euronext Access Paris";EUR;1.28;1.28;1.28;1.28;"27/04/2022 16:30";CET;100;128.00
ADA;FR0000053076;ALADA;"Euronext Growth Paris";EUR;11.60;11.60;11.50;11.50;"27/04/2022 11:31";CET;12;138.10
"ADC SIIC";BE0974269012;ALDV;"Euronext Paris";EUR;0.085;0.085;0.0825;0.0825;"26/04/2022 16:30";CET;9672;809.63
ADEUNIS;FR0013284627;ALARF;"Euronext Growth Paris";EUR;2.75;2.78;2.66;2.74;"27/04/2022 16:10";CET;5295;14336.56
ADOCIA;FR0011184241;ADOC;"Euronext Paris";EUR;4.545;4.55;4.42;4.50;"27/04/2022 17:35";CET;15851;71190.85
ADOMOS;FR0013247244;ALADO;"Euronext Growth Paris";EUR;0.034;0.034;0.0306;0.0332;"27/04/2022 17:19";CET;651935;20909.69
ADP;FR0010340141;ADP;"Euronext Paris";EUR;142.00;143.30;138.35;139.65;"27/04/2022 17:35";CET;69324;9693083.75
ADUX;FR0012821890;ADUX;"Euronext Paris, Amsterdam";EUR;1.82;1.82;1.80;1.80;"27/04/2022 13:30";CET;620;1120.02
ADVENIS;FR0004152874;ALADV;"Euronext Growth Paris";EUR;2.78;2.78;2.78;2.78;"26/04/2022 13:15";CET;3010;8367.80
ADVICENNE;FR0013296746;ALDVI;"Euronext Growth Paris";EUR;5.15;5.15;4.89;5.11;"27/04/2022 17:35";CET;34286;172390.52
ADVINI;FR0000053043;ADVI;"Euronext Paris";EUR;19.40;19.40;18.80;19.40;"27/04/2022 13:07";CET;121;2318.80
"AELIS FARMA";FR0014007ZB4;AELIS;"Euronext Paris";EUR;13.50;13.56;13.42;13.56;"27/04/2022 14:14";CET;155;2095.68
"AERKOMM INC";US00774B2088;AKOM;"Euronext Paris";EUR;8.00;8.00;8.00;8.00;"25/04/2022 10:13";CET;20;160.00
"AFFLUENT MEDICAL";FR0013333077;AFME;"Euronext Paris";EUR;4.29;4.30;4.28;4.30;"27/04/2022 16:46";CET;322;1380.11
AFYREN;FR0014005AC9;ALAFY;"Euronext Growth Paris";EUR;8.06;8.07;8.01;8.06;"27/04/2022 17:10";CET;718;5769.57
AG3I;FR0011908045;MLAGI;"Euronext Access Paris";EUR;0.31;0.31;0.31;0.31;"27/12/2021 11:30";CET;74;22.94
"AGENCE AUTO";FR0014005WE9;MLAA;"Euronext Access Paris";EUR;3.10;3.10;3.10;3.10;"19/04/2022 11:30";CET;84;260.40
"AGP MALAGA SOCIMI";ES0105478004;MLAGP;"Euronext Access Paris";EUR;2.95;2.95;2.95;2.95;"23/11/2020 11:52";CET;2000;5900.00
AGRIPOWER;FR0013452281;ALAGP;"Euronext Growth Paris";EUR;8.80;8.90;8.66;8.89;"27/04/2022 16:01";CET;3089;27234.92
AGROGENERATION;FR0010641449;ALAGR;"Euronext Growth Paris";EUR;0.105;0.106;0.1022;0.104;"27/04/2022 17:29";CET;241405;25000.00
"AIR FRANCE -KLM";FR0000031122;AF;"Euronext Paris, Amsterdam";EUR;3.952;3.998;3.87;3.932;"27/04/2022 17:35";CET;3306414;12978065.43
"AIR LIQUIDE";FR0000120073;AI;"Euronext Paris";EUR;161.02;162.80;159.48;162.30;"27/04/2022 17:36";CET;692057;111647741.26
"AIR MARINE";FR0013285103;MLAIM;"Euronext Access Paris";EUR;1.89;1.89;1.89;1.89;"25/04/2022 11:30";CET;111;209.79
AIRBUS;NL0000235190;AIR;"Euronext Paris";EUR;102.10;102.96;100.56;102.12;"27/04/2022 17:35";CET;1369774;139589132.10
AIRTIME;IT0005450819;ALAIR;"Euronext Growth Paris";EUR;37.80;37.80;37.80;37.80;"26/04/2022 14:51";CET;10;378.00
AIRWELL;FR0014003V77;MLAIR;"Euronext Access Paris";EUR;3.70;3.70;3.70;3.70;"25/04/2022 11:30";CET;249;921.30
"AKKA TECHNOLOGIES";FR0004180537;AKA;"Euronext Paris, Brussels";EUR;49.00;49.00;48.90;49.00;"27/04/2022 17:35";CET;5790;283198.45
AKWEL;FR0000053027;AKW;"Euronext Paris";EUR;17.02;17.16;16.60;16.60;"27/04/2022 17:35";CET;5730;96186.66
"ALAN ALLMAN";FR0000062465;AAA;"Euronext Paris";EUR;15.95;15.95;15.90;15.95;"27/04/2022 14:20";CET;314;5007.80
ALBIOMA;FR0000060402;ABIO;"Euronext Paris";EUR;44.12;44.48;43.48;43.74;"27/04/2022 17:36";CET;57372;2517223.14
"ALBIOMA BSAAR 2018";FR0013368438;ABIBS;"Euronext Growth Paris";EUR;23.90;23.90;23.90;23.90;"05/04/2022 10:38";CET;96;2294.40
ALCHIMIE;FR0014000JX7;ALCHI;"Euronext Growth Paris";EUR;3.92;3.92;3.40;3.60;"27/04/2022 17:35";CET;14641;53281.24
ALD;FR0013258662;ALD;"Euronext Paris";EUR;12.60;12.60;12.32;12.50;"27/04/2022 17:35";CET;101887;1268358.22
"ALEPH FINANCE";GB00BJ9M4V82;MLALE;"Euronext Access Paris";EUR;2.90;2.90;2.90;2.90;"26/01/2022 11:30";CET;3;8.70
"ALPES (COMPAGNIE)";FR0000053324;CDA;"Euronext Paris";EUR;14.92;14.94;14.34;14.40;"27/04/2022 17:35";CET;25980;379554.06
"ALPHA MOS";FR0013421286;ALNEO;"Euronext Growth Paris";EUR;2.80;2.88;2.69;2.84;"27/04/2022 17:35";CET;16475;45495.51
ALSTOM;FR0010220475;ALO;"Euronext Paris";EUR;20.41;21.00;20.04;20.50;"27/04/2022 17:35";CET;1810559;37175078.01
ALTAMIR;FR0000053837;LTA;"Euronext Paris";EUR;26.11;26.11;25.80;26.00;"27/04/2022 17:35";CET;8710;226505.03
ALTAREA;FR0000033219;ALTA;"Euronext Paris";EUR;146.40;146.40;143.40;143.40;"27/04/2022 17:35";CET;4562;658971.60
ALTAREIT;FR0000039216;AREIT;"Euronext Paris";EUR;650.00;650.00;650.00;650.00;"27/04/2022 17:04";CET;2;1300.00
ALTEN;FR0000071946;ATE;"Euronext Paris";EUR;124.80;125.20;122.50;123.80;"27/04/2022 17:35";CET;32621;4039279.60
ALTHEORA;FR0000061244;ALORA;"Euronext Growth Paris";EUR;1.765;1.765;1.64;1.64;"27/04/2022 16:55";CET;12190;20494.65
"ALTUR INVEST.";FR0010395681;ALTUR;"Euronext Paris";EUR;7.06;7.60;7.06;7.60;"27/04/2022 17:20";CET;4194;31024.62
ALVEEN;FR0013253812;MLALV;"Euronext Access Paris";EUR;0.50;0.50;0.50;0.50;"24/03/2022 16:30";CET;11;5.50
"AMA CORPORATION";GB00BNKGZC51;ALAMA;"Euronext Growth Paris";EUR;1.465;1.495;1.42;1.48;"27/04/2022 16:09";CET;2659;3892.67
"AMATHEON AGRI";NL0010273694;MLAAH;"Euronext Access Paris";EUR;0.075;0.075;0.075;0.075;"27/04/2022 11:30";CET;1;0.08
AMOEBA;FR0011051598;ALMIB;"Euronext Growth Paris";EUR;1.09;1.09;0.83;0.85;"27/04/2022 17:35";CET;1969283;1794145.72
"AMPLITUDE SURGICAL";FR0012789667;AMPLI;"Euronext Paris";EUR;2.72;2.72;2.71;2.71;"27/04/2022 17:35";CET;1401;3806.72
AMUNDI;FR0004125920;AMUN;"Euronext Paris";EUR;57.90;58.25;56.65;57.15;"27/04/2022 17:35";CET;152802;8751265.05
"ANTIN INFRA PARTN";FR0014005AL0;ANTIN;"Euronext Paris";EUR;25.12;25.24;24.68;24.90;"27/04/2022 17:35";CET;52078;1298798.94
APERAM;LU0569974404;APAM;"Euronext Amsterdam, Brussels, Paris";EUR;35.00;35.99;34.78;35.73;"27/04/2022 17:35";CET;306135;10890564.14
"APTORUM GROUP CL A";KYG6096M1069;APM;"Euronext Paris";EUR;2.70;2.70;2.70;2.70;"15/01/2021 13:35";CET;426;1150.20
AQUILA;FR0010340711;ALAQU;"Euronext Growth Paris";EUR;6.00;6.15;6.00;6.15;"27/04/2022 16:30";CET;68;415.50
"ARAMIS GROUP";FR0014003U94;ARAMI;"Euronext Paris";EUR;5.65;5.77;5.47;5.47;"27/04/2022 17:35";CET;165101;921008.28
"ARCELORMITTAL SA";LU1598757687;MT;"Euronext Amsterdam, Paris";EUR;26.69;28.035;26.65;28.035;"27/04/2022 17:35";CET;4862041;134350852.85
ARCHOS;FR0014007XT1;ALJXR;"Euronext Growth Paris";EUR;1.22;1.22;1.105;1.14;"27/04/2022 17:28";CET;18468;20893.67
ARCURE;FR0013398997;ALCUR;"Euronext Growth Paris";EUR;3.70;3.70;3.65;3.65;"27/04/2022 17:14";CET;301;1107.30
"ARDOIN ST AMAND A";FR0005057635;MLARD;"Euronext Access Paris";EUR;163.00;163.00;163.00;163.00;"09/03/2022 11:39";CET;35;5705.00
"ARDOIN ST AMAND B";FR0004070795;ARDO;"Euronext Access Paris";EUR;72.00;72.00;72.00;72.00;"03/08/2020 16:30";CET;2;144.00
ARGAN;FR0010481960;ARG;"Euronext Paris";EUR;117.80;118.00;114.80;114.80;"27/04/2022 17:35";CET;9585;1122543.60
"ARIMELIA ITG";ES0105601001;MLARI;"Euronext Access Paris";EUR;2.97;2.97;2.97;2.97;"17/09/2021 00:00";CET;-;-
ARKEMA;FR0010313833;AKE;"Euronext Paris";EUR;106.85;107.70;104.45;107.65;"27/04/2022 17:35";CET;164546;17605164.25
"AROCA DEL PINAR";ES0105486007;MLARO;"Euronext Access Paris";EUR;-;-;-;-;-;CET;-;-
ARTEA;FR0012185536;ARTE;"Euronext Paris";EUR;21.60;23.40;21.60;23.00;"27/04/2022 17:17";CET;1067;24174.80
"ARTMARKET COM";FR0000074783;PRC;"Euronext Paris";EUR;8.10;8.27;7.93;8.17;"27/04/2022 17:35";CET;10304;83534.82
"ARTOIS NOM.";FR0000076952;ARTO;"Euronext Paris";EUR;4740.00;4740.00;4740.00;4740.00;"27/04/2022 11:30";CET;4;18960.00
"ASHLER ET MANSON";FR0012968485;MLAEM;"Euronext Access Paris";EUR;2.40;2.40;2.40;2.40;"21/04/2022 11:30";CET;9;21.60
ASSYSTEM;FR0000074148;ASY;"Euronext Paris";EUR;41.30;41.90;41.00;41.50;"27/04/2022 17:35";CET;2566;106075.20
ATARI;FR0010478248;ATA;"Euronext Paris";EUR;0.17;0.17;0.166;0.1674;"27/04/2022 17:35";CET;1175660;197130.76
ATEME;FR0011992700;ATEME;"Euronext Paris";EUR;11.60;11.60;11.40;11.48;"27/04/2022 17:35";CET;1578;18084.78
ATOS;FR0000051732;ATO;"Euronext Paris";EUR;22.91;22.91;20.92;21.98;"27/04/2022 17:35";CET;1117123;24349061.50
AUBAY;FR0000063737;AUB;"Euronext Paris";EUR;52.90;54.90;52.90;54.10;"27/04/2022 17:35";CET;7354;398375.20
AUDACIA;FR00140059B5;ALAUD;"Euronext Growth Paris";EUR;6.44;6.50;6.44;6.50;"27/04/2022 10:14";CET;201;1303.44
"AUDIENCE LABS";FR0011896463;MLAUD;"Euronext Access Paris";EUR;4.94;4.94;4.94;4.94;"21/03/2022 11:30";CET;5;24.70
AUDIOVALLEY;BE0974334667;ALAVY;"Euronext Growth Paris, Brussels";EUR;2.29;2.29;2.27;2.27;"27/04/2022 09:54";CET;101;230.68
"AUGROS COSMETICS";FR0000061780;AUGR;"Euronext Paris";EUR;3.80;3.80;3.80;3.80;"11/04/2022 11:43";CET;60;228.00
"AUPLATA MINING GR";FR0013410370;ALAMG;"Euronext Growth Paris";EUR;0.0232;0.0305;0.0214;0.0299;"27/04/2022 17:36";CET;190049979;5137767.74
AUREA;FR0000039232;AURE;"Euronext Paris";EUR;10.25;10.40;9.94;10.20;"27/04/2022 17:39";CET;7548;76776.18
"AURES TECHNOLOGIES";FR0013183589;AURS;"Euronext Paris";EUR;21.00;21.00;20.50;20.60;"27/04/2022 17:35";CET;1478;30836.30
"AVENIR TELECOM";FR0013529815;AVT;"Euronext Paris";EUR;0.0087;0.009;0.0087;0.0088;"27/04/2022 17:35";CET;6809536;60280.29
AXA;FR0000120628;CS;"Euronext Paris";EUR;25.87;26.025;25.515;25.705;"27/04/2022 17:36";CET;5574582;143485052.44
"AXA NV22";FR00140074K5;CSNV;"Euronext Paris";EUR;24.70;24.70;24.70;24.70;"26/04/2022 11:30";CET;353;8719.10
"AXWAY SOFTWARE";FR0011040500;AXW;"Euronext Paris";EUR;16.85;16.90;16.80;16.80;"27/04/2022 17:35";CET;1760;29724.60
"AZ LEASING";IT0004812258;MLAZL;"Euronext Access Paris";EUR;0.57;0.57;0.57;0.57;"10/11/2020 16:30";CET;303;172.71
"AZOREAN TECH";PTAZR0AM0006;MLAAT;"Euronext Access Paris";EUR;0.292;0.292;0.292;0.292;"27/04/2022 16:30";CET;100;29.20
BAIKOWSKI;FR0013384369;ALBKK;"Euronext Growth Paris";EUR;22.80;23.70;22.80;23.70;"27/04/2022 17:35";CET;911;21073.70
"BAINS MER MONACO";MC0000031187;BAIN;"Euronext Paris";EUR;67.00;70.00;67.00;68.60;"27/04/2022 15:53";CET;1043;72396.20
BALYO;FR0013258399;BALYO;"Euronext Paris";EUR;1.00;1.00;0.982;0.982;"27/04/2022 17:28";CET;33793;33487.37
"BARBARA BUI";FR0000062788;BUI;"Euronext Paris";EUR;8.70;8.70;8.70;8.70;"25/04/2022 11:30";CET;23;200.10
"BARINGS CORE SPAIN";ES0105362000;MLBAR;"Euronext Access Paris";EUR;-;-;-;-;-;CET;-;-
BASSAC;FR0004023208;BASS;"Euronext Paris";EUR;64.20;66.00;64.20;66.00;"27/04/2022 09:14";CET;121;7786.20
"BASTIDE LE CONFORT";FR0000035370;BLC;"Euronext Paris";EUR;36.70;37.45;36.55;37.45;"27/04/2022 17:35";CET;2687;99323.45
"BATLA MINERALS";FR0010436170;MLBAT;"Euronext Access Paris";EUR;0.525;0.525;0.525;0.525;"27/04/2022 16:30";CET;900;472.50
"BD MULTI MEDIA";FR0000035305;ALBDM;"Euronext Growth Paris";EUR;5.32;5.61;5.12;5.38;"27/04/2022 17:18";CET;11861;62178.93
BEACONSMIND;CH0451123589;MLBMD;"Euronext Access Paris";EUR;12.00;12.00;12.00;12.00;"27/04/2022 11:30";CET;2500;30000.00
"BEBO HEALTH";CH1148983609;MLBBO;"Euronext Access Paris";EUR;11.70;11.70;11.70;11.70;"25/04/2022 16:30";CET;50;585.00
BELIEVE;FR0014003FE9;BLV;"Euronext Paris";EUR;11.72;11.93;11.42;11.42;"27/04/2022 17:35";CET;23771;276759.00
BENETEAU;FR0000035164;BEN;"Euronext Paris";EUR;12.30;12.32;11.30;11.44;"27/04/2022 17:35";CET;178417;2077616.64
"BERNARD LOISEAU";FR0000066961;ALDBL;"Euronext Growth Paris";EUR;3.50;3.50;3.50;3.50;"27/04/2022 16:30";CET;1363;4770.50
BIC;FR0000120966;BB;"Euronext Paris";EUR;50.85;55.25;50.25;53.75;"27/04/2022 17:35";CET;185107;9865332.40
"BIGBEN INTERACTIVE";FR0000074072;BIG;"Euronext Paris";EUR;13.58;13.58;13.24;13.52;"27/04/2022 17:35";CET;50717;680484.08
BILENDI;FR0004174233;ALBLD;"Euronext Growth Paris";EUR;27.50;28.00;27.00;27.40;"27/04/2022 17:20";CET;3180;87355.60
"BIO-UV GROUP";FR0013345493;ALTUV;"Euronext Growth Paris";EUR;4.81;4.95;4.765;4.81;"27/04/2022 17:19";CET;6874;33352.88
BIOCORP;FR0012788065;ALCOR;"Euronext Growth Paris";EUR;34.00;34.00;33.60;33.60;"27/04/2022 14:52";CET;246;8338.60
BIOMERIEUX;FR0013280286;BIM;"Euronext Paris";EUR;88.60;89.94;87.50;89.66;"27/04/2022 17:35";CET;87346;7801320.52
BIOPHYTIS;FR0012816825;ALBPS;"Euronext Growth Paris";EUR;0.14;0.1486;0.139;0.145;"27/04/2022 17:35";CET;1439427;206079.05
"BIOPHYTIS BSA";FR0013507290;BPSBS;"Euronext Growth Paris";EUR;0.102;0.102;0.09;0.09;"27/04/2022 14:25";CET;1219;121.71
BIOSYNEX;FR0011005933;ALBIO;"Euronext Growth Paris";EUR;18.84;18.88;18.06;18.10;"27/04/2022 17:35";CET;36429;670827.39
BLEECKER;FR0000062150;BLEE;"Euronext Paris";EUR;179.00;179.00;179.00;179.00;"25/04/2022 16:30";CET;1;179.00
"BLUE SHARK POWER";FR0013340973;MLBSP;"Euronext Access Paris";EUR;3.78;3.78;3.78;3.78;"25/08/2021 16:30";CET;2000;7560.00
BLUELINEA;FR0011041011;ALBLU;"Euronext Growth Paris";EUR;2.40;2.50;2.35;2.50;"27/04/2022 17:35";CET;1366;3292.10
"BLUELINEA BSA Y";FR0013480985;BLUBT;"Euronext Growth Paris";EUR;0.035;0.035;0.035;0.035;"12/04/2022 09:00";CET;30;1.05
"BNP PARIBAS ACT.A";FR0000131104;BNP;"Euronext Paris";EUR;50.68;50.85;49.41;49.745;"27/04/2022 17:38";CET;5309178;265092687.89
"BOA CONCEPT";FR0011365907;ALBOA;"Euronext Growth Paris";EUR;33.00;33.40;31.00;32.00;"27/04/2022 17:29";CET;9621;305823.60
"BODY ONE";FR0010106039;MLONE;"Euronext Access Paris";EUR;0.32;0.32;0.32;0.32;"20/04/2022 11:30";CET;35;11.20
BOIRON;FR0000061129;BOI;"Euronext Paris";EUR;42.00;42.00;40.75;41.75;"27/04/2022 17:35";CET;5469;225715.50
BOLLORE;FR0000039299;BOL;"Euronext Paris";EUR;4.564;4.578;4.486;4.492;"27/04/2022 17:35";CET;820777;3704924.20
"BOLLORE NV22";FR0014009353;BOLNV;"Euronext Paris";EUR;4.45;4.45;4.45;4.45;"26/04/2022 11:30";CET;2000;8900.00
BONDUELLE;FR0000063935;BON;"Euronext Paris";EUR;16.20;16.20;15.60;15.60;"27/04/2022 17:35";CET;15734;249672.44
"BONE THERAPEUTICS";BE0974280126;BOTHE;"Euronext Brussels, Paris";EUR;0.33;0.344;0.32;0.333;"27/04/2022 17:29";CET;74433;24317.67
BONYF;BE6333353298;MLBON;"Euronext Access Paris";EUR;12.00;12.00;12.00;12.00;"08/04/2022 16:30";CET;100;1200.00
BOOSTHEAT;FR0011814938;ALBOO;"Euronext Growth Paris";EUR;0.46;0.498;0.454;0.4775;"27/04/2022 17:35";CET;100606;47886.11
"BOURRELIER GROUP";FR0000054421;ALBOU;"Euronext Growth Paris";EUR;48.80;48.80;48.80;48.80;"05/04/2022 16:31";CET;1;48.80
"BOURSE DIRECT";FR0000074254;BSD;"Euronext Paris";EUR;3.18;3.25;3.17;3.17;"27/04/2022 16:17";CET;2519;8038.93
BOUYGUES;FR0000120503;EN;"Euronext Paris";EUR;32.98;33.35;32.65;32.73;"27/04/2022 17:35";CET;1316589;43244771.83
"BOUYGUES NV22";FR0014006U75;ENNV;"Euronext Paris";EUR;39.00;39.00;39.00;39.00;"25/04/2022 13:14";CET;24;936.00
"BUREAU VERITAS";FR0006174348;BVI;"Euronext Paris";EUR;26.76;26.97;26.41;26.80;"27/04/2022 17:35";CET;713373;19085924.93
BURELLE;FR0000061137;BUR;"Euronext Paris";EUR;550.00;556.00;532.00;532.00;"27/04/2022 17:35";CET;235;127674.00
"CA TOULOUSE 31 CCI";FR0000045544;CAT31;"Euronext Paris";EUR;72.05;72.10;72.04;72.04;"27/04/2022 15:32";CET;129;9294.18
"CABASSE GROUP";FR0013530102;ALCG;"Euronext Growth Paris";EUR;3.53;3.56;3.50;3.55;"27/04/2022 15:50";CET;2372;8382.23
CAFOM;FR0010151589;CAFO;"Euronext Paris";EUR;10.85;10.85;10.40;10.75;"27/04/2022 11:31";CET;981;10434.00
CAIRE;FR0010781377;MLAAE;"Euronext Access Paris";EUR;7.65;7.65;7.65;7.65;"22/04/2022 11:30";CET;37;283.05
"CAMBODGE NOM.";FR0000079659;CBDG;"Euronext Paris";EUR;6100.00;6100.00;6100.00;6100.00;"13/04/2022 16:30";CET;1;6100.00
CAPELLI;FR0012969095;ALCAP;"Euronext Growth Paris";EUR;22.10;22.10;21.50;21.90;"27/04/2022 17:15";CET;1276;27515.10
CAPGEMINI;FR0000125338;CAP;"Euronext Paris";EUR;184.75;188.20;182.05;186.50;"27/04/2022 17:35";CET;375674;69844994.55
CARBIOS;FR0011648716;ALCRB;"Euronext Growth Paris";EUR;31.76;32.56;30.84;32.40;"27/04/2022 17:35";CET;27702;884931.20
CARMAT;FR0010907956;ALCAR;"Euronext Growth Paris";EUR;10.85;10.97;10.36;10.42;"27/04/2022 17:35";CET;57326;607676.79
CARMILA;FR0010828137;CARM;"Euronext Paris";EUR;15.20;15.58;15.10;15.34;"27/04/2022 17:35";CET;73148;1126199.34
"CARPINIENNE PART.";FR0000064156;CARP;"Euronext Paris";EUR;26.20;26.20;26.20;26.20;"12/04/2022 11:30";CET;2;52.40
CARREFOUR;FR0000120172;CA;"Euronext Paris";EUR;19.93;20.02;19.705;19.825;"27/04/2022 17:35";CET;2976360;59034258.86
"CASINO GUICHARD";FR0000125585;CO;"Euronext Paris";EUR;16.50;16.70;15.93;16.70;"27/04/2022 17:35";CET;305124;5007466.96
CAST;FR0000072894;CAS;"Euronext Paris";EUR;5.20;5.74;4.95;5.64;"27/04/2022 17:35";CET;66431;358026.29
"CATANA GROUP";FR0010193052;CATG;"Euronext Paris";EUR;8.10;8.15;7.81;7.85;"27/04/2022 17:35";CET;100802;801759.46
"CATERING INTL SCES";FR0000064446;CTRG;"Euronext Paris";EUR;10.05;10.10;10.00;10.00;"27/04/2022 17:35";CET;308;3080.75
"CATERPILLAR INC";US1491231015;CATR;"Euronext Paris";EUR;203.00;203.00;203.00;203.00;"27/04/2022 09:10";CET;45;9135.00
CBI;FR0014007LW0;ALCBI;"Euronext Growth Paris";EUR;1.044;1.072;1.036;1.072;"27/04/2022 17:28";CET;12861;13512.93
"CBO TERRITORIA";FR0010193979;CBOT;"Euronext Paris";EUR;3.82;3.85;3.82;3.83;"27/04/2022 17:29";CET;8678;33232.60
CEGEDIM;FR0000053506;CGM;"Euronext Paris";EUR;24.35;24.75;24.30;24.60;"27/04/2022 17:35";CET;9179;224146.90
CELLECTIS;FR0010425595;ALCLS;"Euronext Growth Paris";EUR;3.65;3.692;3.436;3.53;"27/04/2022 17:35";CET;369358;1309976.97
"CELYAD ONCOLOGY";BE0974260896;CYAD;"Euronext Brussels, Paris";EUR;2.00;2.00;1.95;2.00;"27/04/2022 17:35";CET;7053;13883.86
"CERINNOV GROUP";FR0013178712;ALPCV;"Euronext Growth Paris";EUR;1.326;1.326;1.31;1.31;"27/04/2022 17:29";CET;4625;6075.61
CESAR;FR0013297165;ALCES;"Euronext Growth Paris";EUR;0.106;0.106;0.106;0.106;"25/04/2022 11:30";CET;140;14.84
"CESYNT A SHARES";IT0005402034;MLCSA;"Euronext Access Paris";EUR;1.80;1.80;1.80;1.80;"01/04/2021 17:04";CET;190;342.00
"CESYNT B SHARES";IT0005398877;MLCSB;"Euronext Access Paris";EUR;1.80;1.80;1.80;1.80;"15/12/2020 11:30";CET;100;180.00
CFI;FR0000037475;CFI;"Euronext Paris";EUR;0.71;0.71;0.71;0.71;"22/04/2022 11:30";CET;200;142.00
"CFM INDOSUEZWEALTH";MC0010000826;MLCFM;"Euronext Access Paris";EUR;940.00;940.00;940.00;940.00;"25/04/2022 11:30";CET;1;940.00
CGG;FR0013181864;CGG;"Euronext Paris";EUR;1.081;1.1355;1.0765;1.1075;"27/04/2022 17:37";CET;11564515;12897060.12
"CGG BSA 2";FR0013309622;CGGBT;"Euronext Paris";EUR;0.015;0.018;0.0145;0.016;"27/04/2022 17:35";CET;507335;8560.04
"CH.FER DEPARTEMENT";FR0000037871;MLCFD;"Euronext Access Paris";EUR;700.00;700.00;700.00;700.00;"25/04/2022 16:30";CET;1;700.00
"CH.FER VAR GARD N.";FR0000051567;MLCVG;"Euronext Access Paris";EUR;7200.00;7200.00;7200.00;7200.00;"28/01/2022 17:11";CET;4;28800.00
CHARGEURS;FR0000130692;CRI;"Euronext Paris";EUR;17.78;17.78;17.10;17.20;"27/04/2022 17:35";CET;35705;616633.63
CHAUSSERIA;FR0000060907;CHSR;"Euronext Paris";EUR;5.45;5.45;5.45;5.45;"27/04/2022 11:30";CET;15;81.75
"CHEOPS TECHNOLOGY";FR0010447086;MLCHE;"Euronext Access Paris";EUR;78.00;78.00;78.00;78.00;"05/04/2022 11:36";CET;7;546.00
"CHRISTIAN DIOR";FR0000130403;CDI;"Euronext Paris";EUR;584.00;594.50;578.50;587.00;"27/04/2022 17:35";CET;5080;2978677.00
